"order" "species" "adult_body_mass_g" "adult_head_body_len_mm" "home_range_km2" "litter_size"
"Rodentia" "Neotoma albigula" 208.18 175.47 0.000197477 2.14
"Rodentia" "Neotoma angustapalata" 198 NA NA NA
"Rodentia" "Neotoma anthonyi" 195.4 179.65 NA NA
"Rodentia" "Neotoma bryanti" 182 209 NA NA
"Rodentia" "Neotoma bunkeri" 375 NA NA NA
"Rodentia" "Neotoma chrysomelas" NA NA NA 0.97
"Rodentia" "Neotoma cinerea" 285.89 208.96 0.03 3.45
"Rodentia" "Neotoma devia" 200 NA NA NA
"Rodentia" "Neotoma floridana" 249.16 212.67 0.001763588 3.11
"Rodentia" "Neotoma fuscipes" 213.26 207.38 0.001759369 2.79
"Rodentia" "Neotoma goldmani" 198 144.96 NA 1.29
"Rodentia" "Neotoma lepida" 143.88 163.73 0.001105651 2.7
"Rodentia" "Neotoma leucodon" NA NA NA NA
"Rodentia" "Neotoma macrotis" 225.74 NA NA NA
"Rodentia" "Neotoma magister" 447 NA NA 2
"Rodentia" "Neotoma martinensis" 240.16 184.15 NA NA
"Rodentia" "Neotoma mexicana" 203 184.13 NA 2.59
"Chiroptera" "Nyctophilus nebulosus" NA NA NA NA
"Chiroptera" "Nyctophilus timoriensis" 11.02 NA NA 2
"Chiroptera" "Nyctophilus walkeri" 4.44 NA NA NA
"Lagomorpha" "Ochotona alpina" 150 175 NA 3.07
"Lagomorpha" "Ochotona argentata" NA NA NA NA
"Lagomorpha" "Ochotona cansus" 68.75 134.5 0.000567109 3.65
"Lagomorpha" "Ochotona collaris" 129 187.44 0.001003006 3.35
"Lagomorpha" "Ochotona curzoniae" 159.47 170 0.001073894 4.39
"Lagomorpha" "Ochotona dauurica" 131.01 180 NA 5.91
"Lagomorpha" "Ochotona erythrotis" NA 245 NA NA
"Lagomorpha" "Ochotona forresti" NA NA NA NA
"Lagomorpha" "Ochotona gaoligongensis" NA 167.08 NA NA
"Lagomorpha" "Ochotona gloveri" NA NA NA NA
"Lagomorpha" "Ochotona himalayana" NA 165.5 NA 3.42
"Lagomorpha" "Ochotona hoffmanni" NA NA NA NA
"Lagomorpha" "Ochotona huangensis" 105.33 156.39 NA NA
"Lagomorpha" "Ochotona hyperborea" 120 160 0.002148301 3.02
"Lagomorpha" "Ochotona iliensis" NA 203.19 NA NA
"Lagomorpha" "Ochotona koslowi" NA 239.99 NA 1
"Lagomorpha" "Ochotona ladacensis" NA 177.4 NA NA
"Lagomorpha" "Ochotona macrotis" 204.75 178.5 NA 4.23
"Lagomorpha" "Ochotona muliensis" NA NA NA NA
"Lagomorpha" "Ochotona nigritia" NA NA NA NA
"Lagomorpha" "Ochotona nubrica" NA 150 NA NA
"Lagomorpha" "Ochotona pallasi" NA NA 0.001754244 7.45
"Lagomorpha" "Ochotona princeps" 157.63 190 0.001114724 2.88
"Lagomorpha" "Ochotona pusilla" 142.5 157 NA 8.59
"Lagomorpha" "Ochotona roylei" 260 177.71 NA 3
"Artiodactyla" "Pelea capreolus" 22731.33 NA NA 1
"Rodentia" "Pelomys campanae" NA NA NA NA
"Rodentia" "Pelomys fallax" 120.46 NA NA 4
"Rodentia" "Pelomys hopkinsi" NA NA NA NA
"Rodentia" "Pelomys isseli" 59.99 NA NA NA
"Rodentia" "Pelomys minor" 49.99 NA NA 2.5
"Lagomorpha" "Pentalagus furnessi" NA 443.99 NA 2.44
"Rodentia" "Oecomys concolor" 46.33 NA NA 2.95
"Rodentia" "Oecomys flavicans" 73.4 NA NA NA
"Rodentia" "Oecomys mamorae" 62.5 NA NA NA
"Rodentia" "Oecomys paricola" 73.4 NA NA NA
"Rodentia" "Oecomys phaeotis" 73.4 NA NA NA
"Rodentia" "Oecomys rex" 73.4 NA NA NA
"Rodentia" "Oecomys roberti" 73.4 NA NA NA
"Rodentia" "Oecomys rutilus" 73.4 NA NA NA
"Rodentia" "Oecomys speciosus" 73.4 NA NA NA
"Rodentia" "Oecomys superans" 73.4 NA NA NA
"Rodentia" "Oecomys trinitatis" 73.4 NA NA NA
"Rodentia" "Oenomys hypoxanthus" 89.84 NA NA 2.81
"Rodentia" "Oenomys ornatus" 85.5 NA NA NA
"Artiodactyla" "Okapia johnstoni" 230001.14 2000 4.63 0.98
"Rodentia" "Olallamys albicauda" 273.5 NA NA NA
"Rodentia" "Olallamys edax" 206.4 NA NA NA
"Rodentia" "Oligoryzomys andinus" 25.2 NA NA NA
"Rodentia" "Oligoryzomys arenalis" 25.2 NA NA NA
"Rodentia" "Oligoryzomys brendae" NA NA NA NA
"Rodentia" "Oligoryzomys chacoensis" 23 NA NA NA
"Rodentia" "Oligoryzomys delticola" 29.39 NA NA 3.3
"Rodentia" "Oligoryzomys destructor" 25.2 NA NA NA
"Rodentia" "Oligoryzomys eliurus" 34.58 NA NA NA
"Rodentia" "Oligoryzomys flavescens" 21.3 NA NA 4.95
"Rodentia" "Oligoryzomys fornesi" NA NA NA NA
"Rodentia" "Oligoryzomys fulvescens" 25 NA NA 3.64
"Rodentia" "Oligoryzomys griseolus" 25.2 NA NA NA
"Rodentia" "Oligoryzomys longicaudatus" 27.54 NA 0.000641437 4.77
"Rodentia" "Oligoryzomys magellanicus" 25.2 NA NA NA
"Rodentia" "Oligoryzomys microtis" 22.5 NA NA NA
"Rodentia" "Oligoryzomys nigripes" 20.33 61.7 NA 3.59
"Rodentia" "Oligoryzomys stramineus" NA NA NA NA
"Rodentia" "Oligoryzomys vegetus" NA NA NA NA
"Rodentia" "Oligoryzomys victus" NA NA NA NA
"Carnivora" "Ommatophoca rossii" 208252.12 2061.84 NA 0.96
"Rodentia" "Ondatra zibethicus" 991.31 276.67 0.003209364 6.55
"Diprotodontia" "Onychogalea fraenata" 4952.05 525 0.33 1
"Diprotodontia" "Onychogalea lunata" 3499.99 NA NA 1
"Diprotodontia" "Onychogalea unguifera" 6494.73 NA NA 1
"Rodentia" "Onychomys arenicola" 30 NA NA NA
"Rodentia" "Oryzomys curasoae" NA NA NA NA
"Rodentia" "Oryzomys devius" NA NA NA NA
"Rodentia" "Oryzomys dimidiatus" NA NA NA NA
"Rodentia" "Oryzomys emmonsae" NA NA NA NA
"Rodentia" "Oryzomys galapagoensis" 63.51 112.71 NA NA
"Rodentia" "Oryzomys gorgasi" 60.5 NA NA NA
"Rodentia" "Oryzomys hammondi" 60.5 NA NA NA
"Rodentia" "Oryzomys keaysi" 58.29 NA NA NA
"Rodentia" "Oryzomys lamia" 60.5 NA NA NA
"Rodentia" "Oryzomys laticeps" 49.11 NA NA NA
"Rodentia" "Oryzomys legatus" 61.5 NA NA NA
"Rodentia" "Oryzomys levipes" 60.5 NA NA NA
"Rodentia" "Oryzomys macconnelli" 66.49 NA NA NA
"Rodentia" "Oryzomys maracajuensis" NA NA NA NA
"Rodentia" "Oryzomys marinhus" NA NA NA NA
"Rodentia" "Oryzomys megacephalus" 57 122.13 0.006039781 3.72
"Rodentia" "Oryzomys melanotis" 49.99 NA NA 3.88
"Rodentia" "Oryzomys meridensis" NA NA NA NA
"Rodentia" "Oryzomys nelsoni" NA NA NA NA
"Rodentia" "Oryzomys nitidus" 55.19 NA NA NA
"Rodentia" "Oryzomys palustris" 53.26 133.5 0.002784913 4.08
"Rodentia" "Oryzomys perenensis" NA NA NA NA
"Rodentia" "Oryzomys polius" 60.5 NA NA NA
"Rodentia" "Oryzomys rhabdops" NA NA NA NA
"Rodentia" "Oryzomys rostratus" NA NA NA NA
"Rodentia" "Oryzomys russatus" 60.5 NA NA NA
"Rodentia" "Oryzomys saturatior" NA NA NA NA
"Rodentia" "Oryzomys scotti" NA NA NA NA
"Rodentia" "Neotoma micropus" 255.14 212.68 0.000200287 2.5
"Rodentia" "Neotoma nelsoni" 198 NA NA NA
"Rodentia" "Neotoma palatina" 198 NA NA NA
"Rodentia" "Neotoma phenax" 227.49 196 NA 2
"Rodentia" "Neotoma stephensi" 149.22 161 NA 1.06
"Rodentia" "Neotomodon alstoni" 44.64 115.16 0.001524967 3.2
"Rodentia" "Neotomys ebriosus" 64.5 NA NA NA
"Artiodactyla" "Neotragus batesi" 2967.45 540 NA 1
"Artiodactyla" "Neotragus moschatus" 5639.01 599.99 NA 1
"Artiodactyla" "Neotragus pygmaeus" 3913.68 499.99 NA 1
"Carnivora" "Neovison macrodon" NA NA NA NA
"Carnivora" "Neovison vison" NA NA NA NA
"Soricomorpha" "Nesiotites hidalgo" NA NA NA NA
"Soricomorpha" "Nesiotites similis" NA NA NA NA
"Rodentia" "Nesokia bunnii" NA NA NA NA
"Rodentia" "Nesokia indica" 178.08 NA NA 4.18
"Lagomorpha" "Nesolagus netscheri" 1511.67 377.73 NA NA
"Lagomorpha" "Nesolagus timminsi" NA NA NA NA
"Rodentia" "Nesomys audeberti" 214.04 NA 0.007414147 NA
"Rodentia" "Nesomys lambertoni" 155 NA NA NA
"Rodentia" "Nesomys rufus" 163.96 208 0.003902215 NA
"Soricomorpha" "Nesophontes edithae" NA NA NA NA
"Soricomorpha" "Nesophontes hypomicrus" NA NA NA NA
"Soricomorpha" "Nesophontes longirostris" NA NA NA NA
"Soricomorpha" "Nesophontes major" NA NA NA NA
"Soricomorpha" "Nesophontes micrus" NA NA NA NA
"Soricomorpha" "Nesophontes paramicrus" NA NA NA NA
"Soricomorpha" "Nesophontes submicrus" NA NA NA NA
"Soricomorpha" "Nesophontes superstes" NA NA NA NA
"Soricomorpha" "Nesophontes zamicrus" NA NA NA NA
"Rodentia" "Nesoromys ceramicus" NA NA NA NA
"Rodentia" "Nesoryzomys darwini" NA NA NA NA
"Rodentia" "Nesoryzomys fernandinae" NA NA NA NA
"Rodentia" "Nesoryzomys indefessus" NA NA NA NA
"Rodentia" "Nesoryzomys swarthi" NA NA NA NA
"Soricomorpha" "Neurotrichus gibbsii" 9.56 78.76 0.002858953 2.99
"Rodentia" "Neusticomys monticolus" 39.5 NA NA 1.94
"Rodentia" "Neusticomys mussoi" 40 NA NA NA
"Rodentia" "Neusticomys oyapocki" 47 NA NA NA
"Rodentia" "Neusticomys peruviensis" 40 NA NA NA
"Rodentia" "Neusticomys venezuelae" 47.1 NA NA NA
"Rodentia" "Nilopegamys plumbeus" NA NA NA NA
"Dasyuromorphia" "Ningaui ridei" 9.42 NA NA 5.99
"Dasyuromorphia" "Ningaui timealeyi" 6.37 NA NA 5.7
"Dasyuromorphia" "Ningaui yvonnae" 9.3 NA NA 7
"Rodentia" "Niviventer andersoni" NA NA NA NA
"Rodentia" "Niviventer brahma" NA NA NA NA
"Rodentia" "Niviventer cameroni" NA NA NA NA
"Rodentia" "Niviventer confucianus" NA NA NA NA
"Rodentia" "Niviventer coninga" 80.65 130.63 NA 2.37
"Rodentia" "Niviventer cremoriventer" 71.54 159 NA 3.7
"Rodentia" "Niviventer culturatus" 81.17 143.23 NA NA
"Rodentia" "Niviventer eha" NA NA NA 4.86
"Rodentia" "Niviventer excelsior" NA NA NA NA
"Rodentia" "Niviventer fraternus" NA NA NA NA
"Rodentia" "Niviventer fulvescens" 81.79 NA NA 4.41
"Rodentia" "Niviventer hinpoon" NA NA NA NA
"Rodentia" "Niviventer langbianis" NA NA NA NA
"Rodentia" "Niviventer lepturus" NA NA NA NA
"Rodentia" "Niviventer niviventer" 100 NA NA NA
"Rodentia" "Niviventer rapit" 79.73 159 NA NA
"Rodentia" "Niviventer tenaster" NA NA NA NA
"Chiroptera" "Noctilio albiventris" 31.46 66.5 NA 0.99
"Chiroptera" "Noctilio leporinus" 29.93 NA NA NA
"Primates" "Nomascus concolor" 6410.47 545 1.05 1.01
"Primates" "Nomascus gabriellae" NA NA NA NA
"Primates" "Nomascus hainanus" NA NA NA NA
"Primates" "Nomascus leucogenys" 7320 545 NA NA
"Primates" "Nomascus siki" NA NA NA NA
"Rodentia" "Noronhomys vespuccii" NA NA NA NA
"Rodentia" "Notiomys edwardsii" 21.3 NA NA NA
"Soricomorpha" "Notiosorex cockrumi" NA NA NA NA
"Soricomorpha" "Notiosorex crawfordi" 4.79 61.36 NA 3.69
"Soricomorpha" "Notiosorex evotis" 5.28 66.53 NA NA
"Soricomorpha" "Notiosorex villai" NA NA NA NA
"Rodentia" "Notomys alexis" 32.34 100.93 NA 4.01
"Rodentia" "Notomys amplus" 89.99 145.05 NA NA
"Rodentia" "Notomys aquilo" 38.99 103.19 NA NA
"Rodentia" "Notomys cervinus" 34.79 100.8 NA 2.95
"Rodentia" "Notomys fuscus" 39.28 120.81 NA 3.07
"Rodentia" "Notomys longicaudatus" 100 138.19 NA NA
"Rodentia" "Notomys macrotis" 89.99 117.99 NA NA
"Rodentia" "Notomys mitchellii" 42.8 113.31 NA 3.28
"Rodentia" "Notomys mordax" 89.99 NA NA NA
"Chiroptera" "Notopteris macdonaldi" 68.17 NA NA 0.99
"Chiroptera" "Notopteris neocaledonica" NA NA NA 1
"Notoryctemorphia" "Notoryctes caurinus" NA NA NA NA
"Notoryctemorphia" "Notoryctes typhlops" 55 134.59 NA 1
"Chiroptera" "Nyctalus aviator" NA NA NA 1.91
"Chiroptera" "Nyctalus azoreum" NA NA NA NA
"Chiroptera" "Nyctalus furvus" NA NA NA NA
"Chiroptera" "Nyctalus lasiopterus" 45.98 NA NA 1.82
"Chiroptera" "Nyctalus leisleri" 12.47 NA NA 1.73
"Chiroptera" "Nyctalus montanus" NA NA NA NA
"Chiroptera" "Nyctalus noctula" 28.48 75 NA 1.33
"Chiroptera" "Nyctalus plancyi" NA NA NA NA
"Carnivora" "Nyctereutes procyonoides" 4214.99 447.38 1.15 6.36
"Chiroptera" "Nycteris arge" 10.79 NA NA 0.98
"Chiroptera" "Nycteris aurita" NA NA NA NA
"Chiroptera" "Nycteris gambiensis" 7.13 NA NA NA
"Chiroptera" "Nycteris grandis" 29.8 75.99 NA 1
"Chiroptera" "Nycteris hispida" 7.98 NA NA 0.99
"Chiroptera" "Nycteris intermedia" NA NA NA NA
"Chiroptera" "Nycteris javanica" 17.78 NA NA 1
"Chiroptera" "Nycteris macrotis" 14.49 NA NA 0.99
"Chiroptera" "Nycteris madagascariensis" 17.69 115 NA NA
"Chiroptera" "Nycteris major" NA NA NA NA
"Chiroptera" "Nycteris nana" 6.98 NA NA 1
"Chiroptera" "Nycteris parisii" NA NA NA NA
"Chiroptera" "Nycteris thebaica" 9.2 52.65 NA 1
"Chiroptera" "Nycteris tragata" 14.4 NA NA NA
"Chiroptera" "Nycteris vinsoni" NA NA NA NA
"Chiroptera" "Nycteris woodi" 7.6 NA NA NA
"Primates" "Nycticebus bengalensis" 1137.36 NA NA NA
"Primates" "Nycticebus coucang" 924.55 300 NA 1.12
"Primates" "Nycticebus pygmaeus" 342.32 NA NA 1.75
"Chiroptera" "Nycticeinops schlieffeni" 5.05 NA NA 2.54
"Chiroptera" "Nycticeius aenobarbus" NA NA NA NA
"Chiroptera" "Nycticeius cubanus" NA NA NA NA
"Chiroptera" "Nycticeius humeralis" 9.12 NA NA 1.94
"Chiroptera" "Nyctiellus lepidus" NA NA NA NA
"Chiroptera" "Nyctimene aello" 85.26 121.55 NA 0.98
"Chiroptera" "Nyctimene albiventer" 29.95 82.32 NA 0.98
"Chiroptera" "Nyctimene cephalotes" 44.92 94.7 NA 0.98
"Chiroptera" "Nyctimene certans" 43.24 86.36 NA NA
"Chiroptera" "Nyctimene cyclotis" 48.83 NA NA NA
"Chiroptera" "Nyctimene draconilla" 30.15 110 NA NA
"Chiroptera" "Nyctimene keasti" NA NA NA NA
"Chiroptera" "Nyctimene major" 107.06 134.03 NA NA
"Chiroptera" "Nyctimene malaitensis" 78.39 119.69 NA NA
"Chiroptera" "Nyctimene masalai" 53.2 NA NA NA
"Chiroptera" "Nyctimene minutus" NA NA NA NA
"Chiroptera" "Nyctimene rabori" 68.25 NA NA 1
"Chiroptera" "Nyctimene robinsoni" 48.83 NA NA 0.99
"Chiroptera" "Nyctimene sanctacrucis" NA NA NA NA
"Chiroptera" "Nyctimene vizcaccia" 41.96 93.93 NA NA
"Chiroptera" "Nyctinomops aurispinosus" 18.43 NA NA 1
"Chiroptera" "Nyctinomops femorosaccus" 15.04 NA NA 0.99
"Chiroptera" "Nyctinomops laticaudatus" 13.12 NA NA 0.99
"Chiroptera" "Nyctinomops macrotis" 16.38 NA NA 0.99
"Rodentia" "Nyctomys sumichrasti" 59.99 NA NA 2
"Chiroptera" "Nyctophilus arnhemensis" 6.83 NA NA NA
"Chiroptera" "Nyctophilus bifax" 9.89 NA NA 2
"Chiroptera" "Nyctophilus geoffroyi" NA NA NA NA
"Chiroptera" "Nyctophilus gouldi" 11.32 NA NA 1.54
"Chiroptera" "Nyctophilus heran" NA NA NA NA
"Chiroptera" "Nyctophilus howensis" NA NA NA NA
"Chiroptera" "Nyctophilus microdon" NA NA NA NA
"Chiroptera" "Nyctophilus microtis" 7.29 NA NA NA
"Lagomorpha" "Ochotona rufescens" 250 197.49 NA 6.05
"Lagomorpha" "Ochotona rutila" NA 208.83 NA 4.1
"Lagomorpha" "Ochotona thibetana" NA NA NA 2.93
"Lagomorpha" "Ochotona thomasi" NA NA NA NA
"Lagomorpha" "Ochotona turuchanensis" NA NA NA NA
"Rodentia" "Ochrotomys nuttalli" 22.81 92.18 0.003362546 2.62
"Rodentia" "Octodon bridgesi" 162.25 159.62 NA NA
"Rodentia" "Octodon degus" 203.27 280 NA 5.31
"Rodentia" "Octodon lunatus" 200.55 NA NA NA
"Rodentia" "Octodon pacificus" NA NA NA NA
"Rodentia" "Octodontomys gliroides" 155.77 NA NA 2.04
"Rodentia" "Octomys mimax" 124.43 NA NA NA
"Carnivora" "Odobenus rosmarus" 1042996.25 2870.18 NA 1.22
"Artiodactyla" "Odocoileus hemionus" 84560.57 1516.5 2.01 1.61
"Artiodactyla" "Odocoileus virginianus" 75901.25 1513.69 1.99 1.57
"Rodentia" "Oecomys auyantepui" NA NA NA NA
"Rodentia" "Oecomys bicolor" 40.74 NA NA 3.15
"Rodentia" "Oecomys catherinae" NA NA NA NA
"Rodentia" "Oecomys cleberi" 73.4 NA NA NA
"Rodentia" "Onychomys leucogaster" 27.92 103.46 0.02 3.84
"Rodentia" "Onychomys torridus" 21.68 94.8 0.01 3.3
"Cetacea" "Orcaella brevirostris" 189999.99 2500 NA 1
"Cetacea" "Orcinus orca" 5628758.66 8652.64 79244.72 1
"Artiodactyla" "Oreamnos americanus" 72105.4 1297.33 18.17 1.4
"Primates" "Oreonax flavicauda" 8229.12 550.38 NA 1
"Artiodactyla" "Oreotragus oreotragus" 13486.55 824.99 NA 0.98
"Monotremata" "Ornithorhynchus anatinus" 1484.25 419.18 0.07 2
"Rodentia" "Orthogeomys cavator" 650 NA NA NA
"Rodentia" "Orthogeomys cherriei" NA NA NA NA
"Rodentia" "Orthogeomys cuniculus" 499.99 NA NA NA
"Rodentia" "Orthogeomys dariensis" 437.99 NA NA NA
"Rodentia" "Orthogeomys grandis" 499.99 NA NA NA
"Rodentia" "Orthogeomys heterodus" 615 NA NA NA
"Rodentia" "Orthogeomys hispidus" 499.99 NA NA 1.97
"Rodentia" "Orthogeomys lanius" 499.99 NA NA NA
"Rodentia" "Orthogeomys matagalpae" NA NA NA NA
"Rodentia" "Orthogeomys thaeleri" NA NA NA NA
"Rodentia" "Orthogeomys underwoodi" 250 NA NA NA
"Tubulidentata" "Orycteropus afer" 56175.2 1254.43 NA 1.1
"Lagomorpha" "Oryctolagus cuniculus" 1590.57 400 0.04 5.24
"Artiodactyla" "Oryx beisa" 200576.52 NA NA NA
"Artiodactyla" "Oryx dammah" 199798.95 1910 NA 1
"Artiodactyla" "Oryx gazella" 188404.45 1615 NA 1
"Artiodactyla" "Oryx leucoryx" 75788.24 NA NA 1
"Rodentia" "Oryzomys albigularis" 60.5 NA NA 3.4
"Rodentia" "Oryzomys alfaroi" 33.3 NA NA 3.59
"Rodentia" "Oryzomys angouya" 120.17 NA NA NA
"Rodentia" "Oryzomys auriventer" 60.5 NA NA NA
"Rodentia" "Oryzomys balneator" 60.5 NA NA NA
"Rodentia" "Oryzomys bolivaris" 60.5 116.02 NA 3.23
"Rodentia" "Oryzomys caracolus" NA NA NA NA
"Rodentia" "Oryzomys chapmani" 49.99 NA NA NA
"Rodentia" "Oryzomys couesi" 69.29 NA NA 3.63
"Rodentia" "Oryzomys seuanezi" NA NA NA NA
"Rodentia" "Oryzomys subflavus" 49.91 160 NA 4.37
"Rodentia" "Oryzomys talamancae" 54.99 NA NA NA
"Rodentia" "Oryzomys tatei" NA NA NA NA
"Rodentia" "Oryzomys xanthaeolus" 79.79 NA NA NA
"Rodentia" "Oryzomys yunganus" 60.5 NA NA NA
"Afrosoricida" "Oryzorictes hova" 35.74 103.33 NA NA
"Afrosoricida" "Oryzorictes tetradactylus" 35.99 107.5 NA NA
"Rodentia" "Osgoodomys banderanus" 49.99 NA NA 1.68
"Carnivora" "Otaria flavescens" 193670.53 2112.38 NA 1
"Carnivora" "Otocyon megalotis" 4098.12 537.63 1.13 4
"Primates" "Otolemur crassicaudatus" 1206.61 307 0.06 1.14
"Primates" "Otolemur garnettii" 811.17 NA 0.12 1.02
"Primates" "Otolemur monteiri" 1577.16 NA NA 2.1
"Chiroptera" "Otomops formosus" NA NA NA NA
"Chiroptera" "Otomops johnstonei" NA NA NA NA
"Chiroptera" "Otomops madagascariensis" NA NA NA NA
"Chiroptera" "Otomops martiensseni" 34.92 NA NA 0.99
"Chiroptera" "Otomops papuensis" NA NA NA NA
"Chiroptera" "Otomops secundus" NA NA NA NA
"Chiroptera" "Otomops wroughtoni" NA NA NA 1
"Rodentia" "Otomys anchietae" NA NA NA NA
"Rodentia" "Otomys angoniensis" 100.64 150.24 NA 2.86
"Rodentia" "Otomys barbouri" NA NA NA NA
"Rodentia" "Otomys burtoni" NA NA NA NA
"Rodentia" "Otomys cuanzensis" NA NA NA NA
"Rodentia" "Otomys dartmouthi" NA NA NA NA
"Rodentia" "Otomys denti" 120 NA NA 1.59
"Rodentia" "Otomys dollmani" NA NA NA NA
"Rodentia" "Otomys irroratus" 114.45 163.48 0.001303714 1.65
"Rodentia" "Otomys jacksoni" NA NA NA NA
"Rodentia" "Otomys lacustris" NA NA NA NA
"Rodentia" "Otomys laminatus" 150 NA NA NA
"Rodentia" "Otomys maximus" 192 182.45 NA 3.7
"Rodentia" "Otomys occidentalis" NA NA NA NA
"Rodentia" "Otomys orestes" NA NA NA NA
"Rodentia" "Otomys saundersiae" NA NA NA NA
"Rodentia" "Otomys tropicalis" NA NA NA 1.29
"Rodentia" "Otomys typus" NA NA NA 1.7
"Rodentia" "Otomys uzungwensis" NA NA NA NA
"Chiroptera" "Otonycteris hemprichii" 21.98 64.6 NA 1.38
"Rodentia" "Otonyctomys hatti" 36.2 NA NA NA
"Chiroptera" "Otopteropus cartilagonodus" 16.92 NA NA 0.99
"Rodentia" "Ototylomys phyllotis" 86.94 152.54 NA 2.2
"Artiodactyla" "Ourebia ourebi" 17186.09 1160 NA 0.98
"Artiodactyla" "Ovibos moschatus" 312500 NA NA 1.01
"Artiodactyla" "Ovis ammon" 113998.72 1585 4.59 1.22
"Artiodactyla" "Ovis aries" 39097.89 1297.23 NA 1.19
"Artiodactyla" "Ovis canadensis" 74644.87 1565.5 18.94 1.16
"Artiodactyla" "Ovis dalli" 70194.13 1415.02 10.15 1.22
"Artiodactyla" "Ovis nivicola" 90000 NA NA 1
"Rodentia" "Oxymycterus akodontius" 67.99 NA NA NA
"Rodentia" "Oxymycterus amazonicus" NA NA NA NA
"Rodentia" "Oxymycterus angularis" 67.99 NA NA NA
"Rodentia" "Oxymycterus caparoae" NA NA NA NA
"Rodentia" "Oxymycterus dasytrichus" NA NA NA NA
"Rodentia" "Oxymycterus delator" 81.49 NA NA NA
"Rodentia" "Oxymycterus hiska" 67.99 NA NA NA
"Rodentia" "Oxymycterus hispidus" 36.75 NA NA NA
"Rodentia" "Oxymycterus hucucha" 67.99 NA NA NA
"Rodentia" "Oxymycterus inca" 34.99 NA NA NA
"Rodentia" "Oxymycterus josei" NA NA NA NA
"Rodentia" "Oxymycterus nasutus" 67.99 NA NA NA
"Rodentia" "Oxymycterus paramensis" 41.99 NA NA NA
"Rodentia" "Oxymycterus quaestor" NA NA NA NA
"Rodentia" "Oxymycterus roberti" 83.71 100 NA NA
"Rodentia" "Oxymycterus rufus" 82.01 NA NA 2.51
"Artiodactyla" "Ozotoceros bezoarticus" 34620.4 1224.74 6.16 1
"Rodentia" "Pachyuromys duprasi" 47.5 NA NA 3.49
"Carnivora" "Pagophilus groenlandicus" 132250 1721.36 NA 1
"Carnivora" "Paguma larvata" 4300 633.11 2.88 2.16
"Rodentia" "Palawanomys furvus" NA 144.99 NA NA
"Primates" "Pan paniscus" 35119.95 753.43 27.93 1.01
"Primates" "Pan troglodytes" 45000 796.09 10.85 1.05
"Carnivora" "Panthera leo" 158623.93 1835.16 55.19 2.75
"Carnivora" "Panthera onca" 83943.09 1331.62 52.55 1.96
"Carnivora" "Panthera pardus" 52399.99 1377.71 18.78 2.14
"Carnivora" "Panthera tigris" 161914.66 1824.79 64.89 2.6
"Cetacea" "Phocoena dioptrica" 65000 NA NA 0.97
"Cetacea" "Phocoena phocoena" 52730.93 1530.07 NA 0.98
"Cetacea" "Phocoena sinus" 43121.43 1520 NA 0.97
"Cetacea" "Phocoena spinipinnis" 59999.99 NA NA 0.97
"Cetacea" "Phocoenoides dalli" 106042.53 1966.64 NA 0.98
"Rodentia" "Phodopus campbelli" 27.06 91.22 NA 8.47
"Rodentia" "Phodopus roborovskii" NA 72 NA 6.28
"Rodentia" "Phodopus sungorus" 30.43 79.76 NA 5.48
"Chiroptera" "Phoniscus aerosa" NA NA NA NA
"Chiroptera" "Phoniscus atrox" 4.81 NA NA NA
"Chiroptera" "Phoniscus jagorii" 4.7 NA NA 1
"Chiroptera" "Phoniscus papuensis" 6.32 NA NA NA
"Chiroptera" "Phylloderma stenops" 55.82 NA NA 0.98
"Rodentia" "Phyllomys blainvillii" 243.3 NA NA NA
"Rodentia" "Phyllomys brasiliensis" 312.49 NA NA NA
"Rodentia" "Phyllomys dasythrix" 260 NA NA NA
"Artiodactyla" "Pantholops hodgsonii" 32733.12 NA NA 1
"Rodentia" "Papagomys armandvillei" NA NA NA NA
"Rodentia" "Papagomys theodorverhoeveni" NA NA NA NA
"Primates" "Papio anubis" 17728.56 NA 4.83 1.01
"Primates" "Papio cynocephalus" 15822.15 NA 14.95 1.01
"Primates" "Papio hamadryas" 14007.08 675 17.37 1.01
"Primates" "Papio papio" 18026.05 NA NA 1.01
"Primates" "Papio ursinus" 17729.44 NA 9.12 1.01
"Rodentia" "Pappogeomys alcorni" 150 NA NA NA
"Rodentia" "Pappogeomys bulleri" 150 NA NA 0.97
"Chiroptera" "Paracoelops megalotis" NA NA NA NA
"Soricomorpha" "Paracrocidura graueri" NA NA NA NA
"Soricomorpha" "Paracrocidura maxima" NA NA NA NA
"Soricomorpha" "Paracrocidura schoutedeni" 12.18 75.03 NA NA
"Carnivora" "Paracynictis selousi" 1669.72 427.91 NA 2
"Rodentia" "Paradipus ctenodactylus" NA NA NA 3.4
"Carnivora" "Paradoxurus hermaphroditus" 3200 532.26 4.15 3.29
"Carnivora" "Paradoxurus jerdoni" 3530.33 589.08 NA 3
"Carnivora" "Paradoxurus zeylonensis" 2821.3 487.39 NA 2.5
"Erinaceomorpha" "Paraechinus aethiopicus" 352.4 181.87 NA 3.49
"Erinaceomorpha" "Paraechinus hypomelas" 213 207.62 NA 3.74
"Erinaceomorpha" "Paraechinus micropus" 171 180 NA 4
"Erinaceomorpha" "Paraechinus nudiventris" NA NA NA NA
"Rodentia" "Parahydromys asper" 526.66 213.59 NA NA
"Rodentia" "Paraleptomys rufilatus" 54.99 126.78 NA NA
